"WorkoutType","WorkoutDescription","ExerciseDescription","Code","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes"
"Run","EASY and end with 4 Pickups","Custom","Custom","0.5","","10/14/2016","","3749.06005859375","","","","","0.553750271267361","1.88100004196167","","","","97","165","","","0.599000522273423","21.69","23","2","1","5","2","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","10/15/2016","","561.989990234375","","","","","0.203549160427517","0.767000019550323","","","","89","129","","","0.326289150513636","2.3","9","3","0","0","0","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","10/15/2016","","10063.669921875","","",""," *10/15/2016 Mark Turner: Felt really solid on the run. Was able to push just a bit.*","0.848612467447917","3.29399991035461","","","","164","190","","","1.02954177282918","99.24","1","1","1","10","38","","","","","","","","","","","","","","",""
"Other","","Custom","Custom","","","10/16/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","-30min EASY w/u -8 x (3min HARD, 12min EASY) -30min EASY-STEADY home.... Or https://www.trainerroad.com/cycling/workouts/206572-long-with-threshold-pushes","Custom","Custom","3","","10/16/2016","Brick to follow...","104534.59638889","100","230","1077.696"," *10/16/2016 Mark Turner: O.k. there is buoy ... and then there was that ride. My legs are el fuego!*","3","9.67912929526755","","80","","104","140","","","0.587435305812172","103","145","33","1","0","0","","","","","","156","1","0","23","0","0","","","",""
"Day Off","","","","","","10/17/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","-200 EASY w/u -30min Straight swim w/PB & P -200 EASY c/d","Custom","Custom","0.75","2011.68005371094","10/18/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","LOW HR! Run 9min, WALK 1 min","Custom","Custom","0.75","","10/18/2016","","6230.77978515625","","","","","0.804256117078993","2.15199995040894","","","","114","175","","","0.676899455320308","40.6","17","25","1","5","0","","","","","","","","","","","","","","",""
"Run","Hop off bike and go run! Any pace is fine.","Custom","Custom","0.33333","","10/19/2016","","3588.83823030042","","","","","0.346666666666667","2.87567165889456","","","","89","113","","","0.433400555380563","8.41","24","1","0","0","0","","","","","","","","","","","","","","",""
"Bike","-10min EASY w/u 95±5 rpm -5 x (30sec pickups, 30sec EASY) -3 x(15min Tempo (Sub LT) 154w-183w, 5min EASY)","Custom","Custom","1.25","0","10/19/2016","","40384.3725","111","166","501.523","","1.25","8.974305","","73","","109","121","","","0.537782802714125","36.04","51","24","0","0","0","","","","","","44","31","0","0","0","0","","","",""
"Swim","-400 mix w/u -6 x 100 w/snorkel (50 focus on entry and catch, 50 swim MOD pace) :10RI -4 x 50 on 1:30: 1st build, 2nd reverse build, 3rd EASY, 4th HARD -100 Easy swim -5 x (3 x 100 on 2:20 (hit under 2:05) then 1min rest in between sets) -100 Easy -300 Paddles about 2:05 pace -200 EASY w/d","Custom","Custom","1.25","3108.9599609375","10/20/2016","Purpose: Endurance Strength building Description: By doing these 50s, we're able to get high quality swims in while still maintaining form.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","1","","10/20/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","","","","","","10/21/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","","","","","","10/22/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","","Custom","Custom","","","10/23/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","","","","","","10/23/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","Keep it EASY and end with 4 x Pickups: 20 sec increasing speed from 60%-90%, maintaining form and increasing turnover. Then aerobic pace for about 30 sec then repeat.","Custom","Custom","0.75","","10/23/2016","","3986.11010742188","","","","","0.678257242838542","1.63199996948242","","","","103","146","","","0.534958115993774","21.29","29","10","2","0","0","","","","","","","","","","","","","","",""
"Other","","","","","","10/24/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","1 x 400 easy warm-up swim 1 x 1000 swim (EASY, EASY, HARD by 25's) 4 x 50 Build to MAX on 1:30 (use PB) 1 x 1000 swim (EASY, EASY, HARD by 25's) 4 x 50 Build to MAX on 1:30 1 x 200 easy recovery","Custom","Custom","1.16667","3000","10/24/2016","","3025","","",""," *10/24/2016 Mark Turner: Left the Garmin at the House so I tracked using the Old Timex:)*","1.13333333333333","0.741421568627451","","","","","","","","0.818936773241422","62.25","","","","","","","","","","","","","","","","","","","",""
"Run","-15min EASY w/u -40min slightly faster than race pace (~:15 faster) -5min EASY c/d","Custom","Custom","1","","10/24/2016","","7451.26502524257","","",""," *10/24/2016 Mark Turner: Apparently getting up at 3:00 a.m. and then swimming 3000 meters has a negative impact on Tempo runs:)*","0.893611111111111","2.31621542593801","","","","128","159","","","0.717358607832477","41.11","5","30","6","2","0","","","","","","","","","","","","","","",""
"Bike","Nice and EASY! Either outside or on Trainer","Custom","Custom","0.75","","10/25/2016","Run to follow....","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","Hop off bike and go run! Any pace is fine.","Custom","Custom","0.33333","","10/25/2016","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","-10 warm up to 95 rpm -5 x (30sec pickups, 30sec EASY) -1min EASY (Z2) @ 100 rpm -30sec @ 105 rpm, 30 sec EASY -30sec @ 110 rpm, 30 sec EASY -30sec @ 115 rpm, 30 sec EASY -30sec @ 120 rpm, 30 sec EASY -5min building to FTP (zone 4) -3min EASY -2min at VO2 watts (zone 5) -10min easy","Custom","Custom","0.666666666666667","","10/26/2016","","11075.1227555556","121","261","269.034","","0.616666666666667","4.98879403403403","","85","","110","135","","","0.643574450728521","25.14","19","18","0","0","0","","","","","","25","6","4","1","1","0","","","",""
"Run","Hop off bike and go run HARD: -10 x (30sec HARD, 30sec EASY) -5min MOD -5min EASY","Custom","Custom","0.333333333333333","","10/26/2016","","2810.19995117188","","","","","0.337499457465278","2.31299996376038","","","","124","159","","","0.771443061041403","21.65","6","7","7","1","0","","","","","","","","","","","","","","",""
"Swim","1 x 400 easy warm-up mix 6 x 50 drill/swim Drill=1 arm on :20 RI 9 x 50 swim :10RI (1st 3 buld, 2nd 3 reverse build, 3rd 3 FAST) 100 EASY 6 x 75 (25 EASY, 25 FAST, 25 EASY) :15RI 100 EASY 3 x 100 descending on X:XX 1 x 200 easy recovery","Custom","Custom","0.75","2300","10/27/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","10/28/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","Good EASY swim with some pick-ups","Custom","Custom","0.5","","10/29/2016","","234.419998168945","","","","","0.128899442884657","0.504999995231628","","27","","","","","","0.557989818063635","2.24","","","","","","","","","","","","","","","","","","","",""
"Bike","EASY with 4 x 30 sec pickups","Custom","Custom","0.5","","10/29/2016","","8819.58984375","","","","","0.332695007324219","7.36399984359741","","82","","121","137","","","0.613302869419521","13.49","5","15","0","0","0","","","","","","","","","","","","","","",""
"Run","EASY and end with 4 Stride Outs","Custom","Custom","0.33333","","10/29/2016","","1548.43994140625","","","","","0.15355723063151","2.80100011825562","","","","130","146","","","0.886405960290448","12.73","0","7","2","0","0","","","","","","","","","","","","","","",""
"Swim","","Custom","Custom","","","10/29/2016","","3454.14990234375","","","","","1.00956224229601","0.949999988079071","","12","","","","","","1.04976173398291","116.79","","","","","","","","","","","","","","","","","","","",""
"Bike","","Custom","Custom","","","10/30/2016","","91111.6796875","","","","","2.92568196614583","8.65100002288818","","66","","136","152","","","0.682349973864403","155","5","55","116","0","0","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","10/30/2016","","20438.990234375","","","","","2.19092366536458","2.59100008010864","","","","153","180","","","0.820465130217378","166.61","0","0","78","50","3","","","","","","","","","","","","","","",""
"Day Off","","","","","","10/31/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","Whooped and did not sleep great last night. Catching up on Coaching work probably do something light today maybe some EZ swimming at home as well.","Custom","Custom","","","11/1/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","11/1/2016","","3708.06005859375","","","","","0.64795891655816","1.5900000333786","","","","93","126","","","0.496097652094721","17.48","30","9","0","0","0","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","1","","11/2/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","11/2/2016","","3721.40991210938","","","","","0.598694458007813","1.72699999809265","","","","112","166","","","0.55219968460173","19.96","19","8","5","3","0","","","","","","","","","","","","","","",""
"Swim","-400 EASY w/u -200 EASY kick with fins  -200 EASY PB&P -8 x 50 (Odds EASY, Evens HARD) :15RI -6 x  (75 (PB&P) focus on stroke :10RI, 50 HARD no toys :20RI) -3 x 100 w/fins and snorkel - focus on front catch :10RI -200 EASY c/d","","","0.666666666666667","2240.28002929688","11/3/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","LOW HR! Run 9min, WALK 1 min","Custom","Custom","0.75","","11/4/2016","","5204.35009765625","","","","","0.719666951497396","2.0090000629425","","","","103","128","","","0.621714505756382","30.57","25","18","0","0","0","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","1","","11/5/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","CAN DO AN EARLY SHORT WORKOUT","","","","","11/5/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","","","","","","11/6/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","11/7/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","-400 EASY w/u -200 EASY kick with fins  -200 EASY PB&P -8 x 50 (Odds EASY, Evens HARD) :15RI -6 x 75 (PB&P) focus on stroke :10RI,  -6 x 50 HARD no toys :20RI) -3 x 100 w/fins and snorkel - focus on front catch :10RI -200 EASY c/d","Custom","Custom","0.833333333333333","2450","11/8/2016","","2450","","","","","0.8525","0.798305637015315","","19","","","","","","0.888007117048997","54.44","","","","","","","","","","","","","","","","","","","",""
"Run","NO timing or pacing equipment! Just go out and try and run around 45min. :)","Custom","Custom","0.75","","11/8/2016","","5296.91015625","","","","","0.761354437934028","1.93299996852875","","","","98","155","","","0.610597377749374","31.22","29","15","1","0","0","","","","","","","","","","","","","","",""
"Bike","Nice and EASY! Either outside or on Trainer","Custom","Custom","1.5","","11/9/2016","Purpose is build aerobic system by activating slow-twitch muscles and keeping HR down (z1 - z2).","50250.4572888889","81","101","436.364","","1.5","9.30564023868313","","77","","108","125","","","0.377281111614264","21.21","61","29","0","0","0","","","","","","90","0","0","0","0","0","","","",""
"Swim","-400 Easy w/u -4 x 150 (FIST, Catpaw, Swim) :10 RI -4 x 200 on 4:45 -100 EASY -6 x 100 on 2:20 -200 EASY c/d","Custom","Custom","1","2468.8798828125","11/10/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","EASY effort starting out, but get into rhythm and move towards a more MODERATE effort.","Custom","Custom","1.25","","11/10/2016","","10920.5400390625","","","","","1.23932698567708","2.44799995422363","","","","122","144","","","0.767639833725021","81.33","14","54","6","0","0","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","1","","11/11/2016","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","11/11/2016","","3774.26000976563","","","","","0.631451687282986","1.6599999666214","","","","88","132","","","0.539449591949057","20.13","30","8","0","0","0","","","","","","","","","","","","","","",""
"Run","Start EASY, then settle in to steady pace. Increase pace for last 30min to finish at a hard effort","Custom","Custom","1.75","","11/12/2016","Be focused and start EASY!","14371.080078125","","","","","1.80406304253472","2.21300005912781","","","","119","173","","","0.699961058248016","99.36","24","80","2","2","0","","","","","","","","","","","","","","",""
"Bike","Nice and EASY! Either outside or on Trainer","Custom","Custom","1.5","","11/13/2016","Purpose is build aerobic system by activating slow-twitch muscles and keeping HR down (z1 - z2).","30193.6900000004","85","124","461.43","","1.5","5.59142407407415","","76","","97","114","","","0.400519786976692","23.9","90","0","0","0","0","","","","","","90","0","0","0","0","0","","","",""
"Day Off","","","","","","11/14/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","1 x 400 easy warm-up mix 6 x 50 drill/swim Drill=1 arm on :20 RI 9 x 50 swim :10RI (1st 3 buld, 2nd 3 reverse build, 3rd 3 FAST) 100 EASY 6 x 75 (25 EASY, 25 FAST, 25 EASY) :15RI 100 EASY 3 x 100 descending on 2:20 1 x 200 easy recovery","","","0.75","2300","11/15/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","NO timing or pacing equipment! Just go out and try and run around 45min. :)","Custom","Custom","0.75","","11/15/2016","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","11/15/2016","","5193.3798828125","","","","","0.727049424913194","1.98399996757507","","","","99","133","","","0.617153737285191","30.44","28","16","0","0","0","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","1","","11/16/2016","","","","",""," *11/16/2016 Mark Turner: Just an EZ ride outside no Garmin. Beautiful weather.*","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","Keep it EASY and end with 4 x Pickups: 20 sec increasing speed from 60%-90%, maintaining form and increasing turnover. Then aerobic pace for about 30 sec then repeat.","Custom","Custom","0.75","","11/17/2016","","6591.1201171875","","","","","0.751736111111111","2.43600010871887","","","","123","153","","","0.773980135482336","49.55","6","36","4","0","0","","","","","","","","","","","","","","",""
"Day Off","","","","","","11/18/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","EASY and end with 4 Pickups","Custom","Custom","0.5","","11/19/2016","","4230.2001953125","","","","","0.500382215711806","2.34800004959106","","","","111","141","","","0.743691873284707","30.14","17","13","0","0","0","","","","","","","","","","","","","","",""
"Run","Easy 5 min out, 5 min back. Get in TWO stride outs (15 second increase of speed to only about 75% effort level, then slow down, recover, then repeat)","Custom","Custom","0.16667","","11/20/2016","","408.290008544922","","","","","0.147055274115668","0.771000027656555","","","","94","123","","","0.361951892015227","2.03","7","2","0","0","0","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","11/20/2016","","21027.080078125","","",""," *11/20/2016 Mark Sortino: How'd ya feel?* *11/21/2016 Mark Turner: Strong. I raced my plan right on target. Beat my previous time in this race by about 10 minutes. Ran it mostly by RPE kept myself at about  6 until the last mile.*","1.90857720269097","3.05999994277954","","","","156","193","","","0.955539921445752","196.19","1","2","42","63","7","","","","","","","","","","","","","","",""
"Day Off","","","","","","11/21/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","I will be escorting my in laws to the eye doctor on this day.","","","","","11/22/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","EASY and end with 4 Pickups","Custom","Custom","0.5","","11/23/2016","","2862.60009765625","","","","","0.546918606228299","1.4539999961853","","","","84","150","","","0.45570426293878","12.39","29","2","2","0","0","","","","","","","","","","","","","","",""
"Run","Easy 5 min out, 5 min back. Get in TWO stride outs (15 second increase of speed to only about 75% effort level, then slow down, recover, then repeat)","Custom","Custom","0.16667","","11/24/2016","","1179.11999511719","","","","","0.178908894856771","1.8309999704361","","","","112","146","","","0.629811461157151","7.53","5","4","1","0","0","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","11/24/2016","","4985.0498046875","","","","","0.378430548773872","3.65899991989136","","","","165","185","","","1.16373547700219","55.4","1","1","1","11","10","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","","Custom","1","","11/25/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","","Custom","Custom","","","11/26/2016","","69822.2578125","","",""," *11/27/2016 Mark Turner: 20 + out and 13ish pulling three others coming back against a 15-17 mph headwind. I felt like I could have gone 25 + out and 17ish coming back if I hadn't been leading the no drop ride.*","2.82319661458333","6.86999988555908","","63","","109","137","","","0.58302849697589","109.11","82","86","1","0","0","","","","","","","","","","","","","","",""
"Run","NO timing or pacing equipment! Just go out and try and run around 45min. :)","","Custom","0.75","","11/27/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","11/28/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","1 x 400 easy warm-up mix 6 x 50 drill/swim Drill=straight-arm recovery on :20 RI 9 x 50 swim w/ :15 RI (1st 3 build, 2nd 3 reverse build, 3rd 3 FAST) 100 EASY 6 x 75 w/PB&P (25 EASY, 25 FAST, 25 EASY) :15RI 100 EASY 6 x 100 descending (1-3) on 2:20 1 x 200 easy recovery","Custom","Custom","0.833333333333333","2500","11/29/2016","","2500","","","","","0.981111111111111","0.707814269535674","","21","","","","","","0.815884698607785","38.81","","","","","","","","","","","","","","","","","","","",""
"Run","NO timing or pacing equipment! Just go out and try and run around 45min. :)","Custom","Custom","0.75","","11/29/2016","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","11/29/2016","","3044.22998046875","","","","","0.369674445258247","2.28699994087219","","","","147","181","","","0.726969192931127","21.1","3","5","2","5","7","","","","","","","","","","","","","","",""
"Bike","-5min EASY w/u 95±5 rpm -5 x 30sec one legged @70rpm (each) -5 x (30sec pickups, 30sec EASY) -30min Tempo (Sub LT) XXXw = MOD - HARD. Hold this! -5min EASY c/d","Custom","Custom","0.833333333333333","","11/30/2016","","25620.1287555556","140","209","419.53","","0.833333333333333","8.54004291851853","","74","","121","143","","","0.675100206387683","37.57","15","26","9","0","0","","","","","","10","34","5","1","0","0","","","",""
